jira_timesheet_redis_prod  | 1:M 23 Mar 2026 06:30:52.198 * Background saving terminated with success
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:13 +0000] "GET /assets/switch-5Mn6G8BE.js HTTP/1.1" 200 2554 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:13 +0000] "GET /assets/circle-x-WHJNYSCX.js HTTP/1.1" 200 381 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:13 +0000] "GET /assets/projects-page-B1HZihhX.js HTTP/1.1" 200 5368 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:13 +0000] "GET /assets/switch-5Mn6G8BE.js HTTP/1.1" 200 2554 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:26:44 +0000] "GET /assets/log-time-form-C_jsaZa-.js HTTP/1.1" 200 8171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:26:44 +0000] "GET /assets/log-time-dialog-DCoHMUny.js HTTP/1.1" 200 443 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:26:44 +0000] "GET /assets/journal-page-BkNWFID1.js HTTP/1.1" 200 17364 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:16:01.041 * 100 changes in 300 seconds. Saving...
jira_timesheet_caddy_prod    | {"level":"warn","ts":1773820941.8972301,"logger":"config.adapter.caddyfile","msg":"the 'basicauth' directive is deprecated, please use 'basic_auth' instead!"}
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:16:01.042 * Background saving started by pid 256358
jira_timesheet_caddy_prod    | {"level":"info","ts":1773820941.9021928,"msg":"adapted config to JSON","adapter":"caddyfile"}
jira_timesheet_worker_prod   | 
jira_timesheet_caddy_prod    | {"level":"warn","ts":1773820941.9022386,"msg":"Caddyfile input is not formatted; run 'caddy fmt --overwrite' to fix inconsistencies","adapter":"caddyfile","file":"/etc/caddy/Caddyfile","line":9}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773820941.9048955,"logger":"admin","msg":"admin endpoint started","address":"localhost:2019","enforce_origin":false,"origins":["//localhost:2019","//[::1]:2019","//127.0.0.1:2019"]}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:47070 - "GET /api/v1/sync/jobs/saq%3Ajob%3Adefault%3A11c9feb8-268b-11f1-8db9-42168bb70c3e HTTP/1.1" 200 OK
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:26:44 +0000] "GET /assets/log-time-form-C_jsaZa-.js HTTP/1.1" 200 8171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:26:44 +0000] "GET /assets/log-time-dialog-DCoHMUny.js HTTP/1.1" 200 443 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/sync/jobs/saq:job:default:11c9feb8-268b-11f1-8db9-42168bb70c3e completed in 0.0048s with status 200", "trace_id": "afc18ea3-6a15-4a47-b96b-44ad35e8feb2", "level": "info", "timestamp": "2026-03-23T07:37:09.449319Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:47070 - "GET /api/v1/sync/jobs/saq%3Ajob%3Adefault%3A11c9feb8-268b-11f1-8db9-42168bb70c3e HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/timesheet/ completed in 0.0213s with status 200", "trace_id": "ff56d61c-dc0c-4778-98e8-3da5e7b64050", "level": "info", "timestamp": "2026-03-23T07:37:14.225820Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:47070 - "GET /api/v1/timesheet/?start_date=2025-12-23&end_date=2026-03-23&page=1&size=25&sort_order=desc HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/notifications/stats completed in 0.0064s with status 200", "trace_id": "a4966307-58db-4bd4-b120-84c4cb9315e6", "level": "info", "timestamp": "2026-03-23T07:37:20.336833Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:34464 - "GET /api/v1/notifications/stats HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/users/me completed in 0.0172s with status 200", "trace_id": "61ba9b15-3b10-475c-a30a-43c529240675", "level": "info", "timestamp": "2026-03-23T07:38:01.058296Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:46480 - "GET /api/v1/users/me HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/notifications/stats completed in 0.0106s with status 200", "trace_id": "da1ad1a8-ca1a-4887-830d-c87921941b2b", "level": "info", "timestamp": "2026-03-23T07:38:01.064898Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:46494 - "GET /api/v1/notifications/stats HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/projects/ completed in 0.0210s with status 200", "trace_id": "07296431-c246-4c3d-8925-90068e534676", "level": "info", "timestamp": "2026-03-23T07:38:01.068898Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:46490 - "GET /api/v1/projects/?page=1&size=10&search= HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/notifications/stats completed in 0.0062s with status 200", "trace_id": "57192d37-6f82-48ef-8a80-ef4d029cc40b", "level": "info", "timestamp": "2026-03-23T07:38:11.918889Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:53236 - "GET /api/v1/notifications/stats HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/notifications/stats completed in 0.0077s with status 200", "trace_id": "b313ae54-368b-47f3-8706-5d29ee5103d0", "level": "info", "timestamp": "2026-03-23T07:38:38.409986Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:44418 - "GET /api/v1/notifications/stats HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/notifications/stats completed in 0.0064s with status 200", "trace_id": "a04a8047-9c43-4d98-9470-81b0851da894", "level": "info", "timestamp": "2026-03-23T07:38:48.854316Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:60702 - "GET /api/v1/notifications/stats HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/users/me completed in 0.0093s with status 200", "trace_id": "3b77c190-592d-48f5-b8d0-480057a8fc81", "level": "info", "timestamp": "2026-03-23T07:39:08.415830Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:49918 - "GET /api/v1/users/me HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/notifications/stats completed in 0.0099s with status 200", "trace_id": "edc27185-2df6-474f-b253-87d2fd1fe5ed", "level": "info", "timestamp": "2026-03-23T07:39:08.433241Z"}
jira_timesheet_db_prod       | 2026-03-22 16:04:17.592 UTC [55] LOG:  checkpoint complete: wrote 63 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.254 s, sync=0.007 s, total=6.276 s; sync files=36, longest=0.003 s, average=0.001 s; distance=432 kB, estimate=458 kB
jira_timesheet_db_prod       | 2026-03-22 17:04:12.636 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-22 17:04:19.087 UTC [55] LOG:  checkpoint complete: wrote 65 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.429 s, sync=0.006 s, total=6.451 s; sync files=37, longest=0.003 s, average=0.001 s; distance=413 kB, estimate=453 kB
jira_timesheet_db_prod       | 2026-03-22 18:04:13.186 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-22 18:04:19.236 UTC [55] LOG:  checkpoint complete: wrote 61 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.027 s, sync=0.009 s, total=6.050 s; sync files=35, longest=0.006 s, average=0.001 s; distance=433 kB, estimate=451 kB
jira_timesheet_db_prod       | 2026-03-22 19:04:14.349 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-22 19:04:20.799 UTC [55] LOG:  checkpoint complete: wrote 65 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.421 s, sync=0.007 s, total=6.451 s; sync files=37, longest=0.003 s, average=0.001 s; distance=434 kB, estimate=449 kB
jira_timesheet_db_prod       | 2026-03-22 20:04:15.888 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-22 20:04:21.936 UTC [55] LOG:  checkpoint complete: wrote 61 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.021 s, sync=0.012 s, total=6.048 s; sync files=35, longest=0.008 s, average=0.001 s; distance=426 kB, estimate=447 kB
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:26:44 +0000] "GET /assets/journal-page-BkNWFID1.js HTTP/1.1" 200 17364 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:31:04 +0000] "GET /app/journal HTTP/1.1" 200 1004 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:33:27 +0000] "GET /app/journal HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_db_prod       | 2026-03-22 21:04:16.987 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-22 21:04:24.045 UTC [55] LOG:  checkpoint complete: wrote 71 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=7.034 s, sync=0.008 s, total=7.059 s; sync files=39, longest=0.005 s, average=0.001 s; distance=439 kB, estimate=446 kB
jira_timesheet_db_prod       | 2026-03-22 22:04:17.170 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-22 22:04:23.621 UTC [55] LOG:  checkpoint complete: wrote 65 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.421 s, sync=0.013 s, total=6.452 s; sync files=38, longest=0.007 s, average=0.001 s; distance=461 kB, estimate=461 kB
jira_timesheet_db_prod       | 2026-03-22 23:04:18.708 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-22 23:04:24.474 UTC [55] LOG:  checkpoint complete: wrote 58 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=5.724 s, sync=0.018 s, total=5.766 s; sync files=34, longest=0.005 s, average=0.001 s; distance=346 kB, estimate=450 kB
jira_timesheet_db_prod       | 2026-03-23 00:04:19.504 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-23 00:04:25.415 UTC [55] LOG:  checkpoint complete: wrote 59 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=5.844 s, sync=0.035 s, total=5.911 s; sync files=33, longest=0.029 s, average=0.002 s; distance=340 kB, estimate=439 kB
jira_timesheet_db_prod       | 2026-03-23 01:04:20.521 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-23 01:04:26.772 UTC [55] LOG:  checkpoint complete: wrote 63 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.227 s, sync=0.008 s, total=6.251 s; sync files=36, longest=0.004 s, average=0.001 s; distance=415 kB, estimate=437 kB
jira_timesheet_db_prod       | 2026-03-23 02:04:21.909 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-23 02:04:28.775 UTC [55] LOG:  checkpoint complete: wrote 69 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.841 s, sync=0.008 s, total=6.866 s; sync files=38, longest=0.005 s, average=0.001 s; distance=414 kB, estimate=434 kB
jira_timesheet_db_prod       | 2026-03-23 03:04:22.898 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-23 03:04:28.970 UTC [55] LOG:  checkpoint complete: wrote 61 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.035 s, sync=0.008 s, total=6.073 s; sync files=35, longest=0.003 s, average=0.001 s; distance=414 kB, estimate=432 kB
jira_timesheet_db_prod       | 2026-03-23 04:04:24.033 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-23 04:04:30.382 UTC [55] LOG:  checkpoint complete: wrote 64 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.321 s, sync=0.012 s, total=6.349 s; sync files=36, longest=0.007 s, average=0.001 s; distance=405 kB, estimate=430 kB
jira_timesheet_db_prod       | 2026-03-23 05:04:25.503 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-23 05:04:32.072 UTC [55] LOG:  checkpoint complete: wrote 64 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.426 s, sync=0.008 s, total=6.570 s; sync files=37, longest=0.004 s, average=0.001 s; distance=442 kB, estimate=442 kB
jira_timesheet_caddy_prod    | {"level":"info","ts":1773820941.9055836,"logger":"tls.cache.maintenance","msg":"started background certificate maintenance","cache":"0xc0007a4980"}
jira_timesheet_caddy_prod    | {"level":"warn","ts":1773820941.9061592,"logger":"http","msg":"HTTP/2 skipped because it requires TLS","network":"tcp","addr":":8080"}
jira_timesheet_caddy_prod    | {"level":"warn","ts":1773820941.9063065,"logger":"http","msg":"HTTP/3 skipped because it requires TLS","network":"tcp","addr":":8080"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773820941.906322,"logger":"http.log","msg":"server running","name":"srv0","protocols":["h1","h2","h3"]}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:49930 - "GET /api/v1/notifications/stats HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/projects/ completed in 0.0146s with status 200", "trace_id": "582fa128-f42f-405a-be41-baf936a1b473", "level": "info", "timestamp": "2026-03-23T07:39:08.433893Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:49918 - "GET /api/v1/projects/?page=1&size=10&search= HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | Enqueuing Job<function: task_sync_all_projects, queue: default, key: 6320e2ea-268b-11f1-8db9-42168bb70c3e, queued: 1774251553060>
jira_timesheet_backend_prod  | {"event": "Request POST /api/v1/projects/sync-all completed in 0.0085s with status 200", "trace_id": "a673b7b8-7b38-4d49-b328-26a1cfaa5156", "level": "info", "timestamp": "2026-03-23T07:39:13.062642Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:49918 - "POST /api/v1/projects/sync-all HTTP/1.1" 200 OK
jira_timesheet_caddy_prod    | {"level":"info","ts":1773820941.9070477,"msg":"autosaved config (load with --resume flag)","file":"/config/caddy/autosave.json"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773820941.907076,"msg":"serving initial configuration"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773820941.9122815,"logger":"tls","msg":"cleaning storage unit","storage":"FileStorage:/data/caddy"}
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/projects/ completed in 0.0092s with status 200", "trace_id": "202bae47-fe40-412a-b386-6ae46eb5251d", "level": "info", "timestamp": "2026-03-23T07:39:13.253987Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:49918 - "GET /api/v1/projects/?page=1&size=10&search= HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/sync/jobs/saq:job:default:6320e2ea-268b-11f1-8db9-42168bb70c3e completed in 0.0041s with status 200", "trace_id": "354b5008-5cef-4ec5-8bef-508c95b6c6ec", "level": "info", "timestamp": "2026-03-23T07:39:13.260603Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:49918 - "GET /api/v1/sync/jobs/saq%3Ajob%3Adefault%3A6320e2ea-268b-11f1-8db9-42168bb70c3e HTTP/1.1" 200 OK
jira_timesheet_redis_prod    | 256358:C 23 Mar 2026 07:16:01.054 * DB saved on disk
jira_timesheet_caddy_prod    | {"level":"info","ts":1773820941.9174154,"logger":"tls","msg":"finished cleaning storage units"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773821023.2297301,"msg":"shutting down apps, then terminating","signal":"SIGTERM"}
jira_timesheet_caddy_prod    | {"level":"warn","ts":1773821023.2297745,"msg":"exiting; byeee!! 👋","signal":"SIGTERM"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773821023.2298331,"logger":"http","msg":"servers shutting down with eternal grace period"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773821023.2303064,"logger":"admin","msg":"stopped previous server","address":"localhost:2019"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773821023.230335,"msg":"shutdown complete","signal":"SIGTERM","exit_code":0}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773821023.78932,"msg":"maxprocs: Leaving GOMAXPROCS=4: CPU quota undefined"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773821023.7896519,"msg":"GOMEMLIMIT is updated","package":"github.com/KimMachineGun/automemlimit/memlimit","GOMEMLIMIT":7494270566,"previous":9223372036854775807}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773821023.7897165,"msg":"using config from file","file":"/etc/caddy/Caddyfile"}
jira_timesheet_caddy_prod    | {"level":"warn","ts":1773821023.7901113,"logger":"config.adapter.caddyfile","msg":"the 'basicauth' directive is deprecated, please use 'basic_auth' instead!"}
jira_timesheet_db_prod       | 2026-03-23 06:04:26.217 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-23 06:04:32.438 UTC [55] LOG:  checkpoint complete: wrote 62 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.149 s, sync=0.006 s, total=6.221 s; sync files=35, longest=0.003 s, average=0.001 s; distance=419 kB, estimate=439 kB
jira_timesheet_db_prod       | 2026-03-23 07:04:27.490 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-23 07:04:33.744 UTC [55] LOG:  checkpoint complete: wrote 63 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.229 s, sync=0.009 s, total=6.254 s; sync files=36, longest=0.005 s, average=0.001 s; distance=380 kB, estimate=433 kB
jira_timesheet_db_prod       | 2026-03-23 07:23:48.585 UTC [320038] ERROR:  canceling statement due to user request
jira_timesheet_caddy_prod    | {"level":"info","ts":1773821023.7916794,"msg":"adapted config to JSON","adapter":"caddyfile"}
jira_timesheet_caddy_prod    | {"level":"warn","ts":1773821023.791699,"msg":"Caddyfile input is not formatted; run 'caddy fmt --overwrite' to fix inconsistencies","adapter":"caddyfile","file":"/etc/caddy/Caddyfile","line":9}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773821023.7935917,"logger":"admin","msg":"admin endpoint started","address":"localhost:2019","enforce_origin":false,"origins":["//localhost:2019","//[::1]:2019","//127.0.0.1:2019"]}
jira_timesheet_db_prod       | 2026-03-23 07:23:48.585 UTC [320038] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:23:48.586 UTC [320046] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:23:48.586 UTC [320046] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:23:48.589 UTC [320047] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:23:48.589 UTC [320047] CONTEXT:  while deleting tuple (0,192) in relation "issue_releases"
jira_timesheet_db_prod       | 2026-03-23 07:23:48.589 UTC [320047] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:24:28.085 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-23 07:24:35.759 UTC [55] LOG:  checkpoint complete: wrote 77 buffers (0.5%); 0 WAL file(s) added, 0 removed, 0 recycled; write=7.630 s, sync=0.025 s, total=7.675 s; sync files=42, longest=0.016 s, average=0.001 s; distance=508 kB, estimate=508 kB
jira_timesheet_caddy_prod    | {"level":"info","ts":1773821023.7940154,"logger":"tls.cache.maintenance","msg":"started background certificate maintenance","cache":"0xc00064cd80"}
jira_timesheet_caddy_prod    | {"level":"warn","ts":1773821023.7945454,"logger":"http","msg":"HTTP/2 skipped because it requires TLS","network":"tcp","addr":":8080"}
jira_timesheet_caddy_prod    | {"level":"warn","ts":1773821023.7945588,"logger":"http","msg":"HTTP/3 skipped because it requires TLS","network":"tcp","addr":":8080"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773821023.7945626,"logger":"http.log","msg":"server running","name":"srv0","protocols":["h1","h2","h3"]}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773821023.7947733,"msg":"autosaved config (load with --resume flag)","file":"/config/caddy/autosave.json"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773821023.7947843,"msg":"serving initial configuration"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773821023.7994876,"logger":"tls","msg":"storage cleaning happened too recently; skipping for now","storage":"FileStorage:/data/caddy","instance":"515af312-6515-4deb-8e6d-ecbbe66187d5","try_again":1773907423.7994823,"try_again_in":86399.999999126}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773821023.799769,"logger":"tls","msg":"finished cleaning storage units"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773822314.2935247,"msg":"shutting down apps, then terminating","signal":"SIGTERM"}
jira_timesheet_worker_prod   | Traceback (most recent call last):
jira_timesheet_caddy_prod    | {"level":"warn","ts":1773822314.2935941,"msg":"exiting; byeee!! 👋","signal":"SIGTERM"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773822314.293657,"logger":"http","msg":"servers shutting down with eternal grace period"}
jira_timesheet_db_prod       | 2026-03-23 07:26:33.180 UTC [320176] ERROR:  canceling statement due to user request
jira_timesheet_worker_prod   |   File "/app/.venv/lib/python3.11/site-packages/saq/worker.py", line 366, in process
jira_timesheet_caddy_prod    | {"level":"info","ts":1773822314.2942147,"logger":"admin","msg":"stopped previous server","address":"localhost:2019"}
jira_timesheet_worker_prod   |     result = await asyncio.wait_for(
jira_timesheet_caddy_prod    | {"level":"info","ts":1773822314.2942564,"msg":"shutdown complete","signal":"SIGTERM","exit_code":0}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773822314.8910737,"msg":"maxprocs: Leaving GOMAXPROCS=4: CPU quota undefined"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773822314.8913348,"msg":"GOMEMLIMIT is updated","package":"github.com/KimMachineGun/automemlimit/memlimit","GOMEMLIMIT":7494270566,"previous":9223372036854775807}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773822314.8914068,"msg":"using config from file","file":"/etc/caddy/Caddyfile"}
jira_timesheet_caddy_prod    | {"level":"warn","ts":1773822314.8919086,"logger":"config.adapter.caddyfile","msg":"the 'basicauth' directive is deprecated, please use 'basic_auth' instead!"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773822314.8938298,"msg":"adapted config to JSON","adapter":"caddyfile"}
jira_timesheet_caddy_prod    | {"level":"warn","ts":1773822314.8938587,"msg":"Caddyfile input is not formatted; run 'caddy fmt --overwrite' to fix inconsistencies","adapter":"caddyfile","file":"/etc/caddy/Caddyfile","line":9}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773822314.8958352,"logger":"admin","msg":"admin endpoint started","address":"localhost:2019","enforce_origin":false,"origins":["//localhost:2019","//[::1]:2019","//127.0.0.1:2019"]}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773822314.8961701,"logger":"tls.cache.maintenance","msg":"started background certificate maintenance","cache":"0xc000581000"}
jira_timesheet_caddy_prod    | {"level":"warn","ts":1773822314.896857,"logger":"http","msg":"HTTP/2 skipped because it requires TLS","network":"tcp","addr":":8080"}
jira_timesheet_caddy_prod    | {"level":"warn","ts":1773822314.8968716,"logger":"http","msg":"HTTP/3 skipped because it requires TLS","network":"tcp","addr":":8080"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773822314.8968766,"logger":"http.log","msg":"server running","name":"srv0","protocols":["h1","h2","h3"]}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773822314.8970978,"msg":"autosaved config (load with --resume flag)","file":"/config/caddy/autosave.json"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773822314.8971117,"msg":"serving initial configuration"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773822314.9102297,"logger":"tls","msg":"storage cleaning happened too recently; skipping for now","storage":"FileStorage:/data/caddy","instance":"515af312-6515-4deb-8e6d-ecbbe66187d5","try_again":1773908714.9102242,"try_again_in":86399.999999266}
jira_timesheet_worker_prod   |              ^^^^^^^^^^^^^^^^^^^^^^^
jira_timesheet_worker_prod   |   File "/usr/local/lib/python3.11/asyncio/tasks.py", line 502, in wait_for
jira_timesheet_worker_prod   |     raise exceptions.TimeoutError() from exc
jira_timesheet_worker_prod   | TimeoutError
jira_timesheet_worker_prod   | INFO:saq:Finished Job<function: task_sync_project, queue: default, key: fc005834-268a-11f1-aa9c-0e90ab3402d7, attempts: 1, completed: 1774251390496, queued: 1774251380041, started: 1774251380152, touched: 1774251380152, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | ERROR:saq:Error processing job Job<function: task_sync_project, kwargs: {'project_id': 11}, queue: default, key: fc0100cc-268a-11f1-aa9c-0e90ab3402d7, attempts: 1, queued: 1774251380046, started: 1774251380279, touched: 1774251380279, status: active, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | Traceback (most recent call last):
